date,primary_type,description,location_description,arrest,beat,district,ward,community_area,latitude,longitude
2019-01-01 00:36:00,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,True,1135,011,28,28,41.869332166,-87.687190946
2019-01-01 00:44:00,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,ALLEY,True,1031,010,22,30,41.840075191,-87.726869697
2019-01-01 00:45:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,True,1123,011,27,23,41.889982289,-87.71453517
2019-01-01 00:48:00,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,True,0725,007,17,67,41.769916749,-87.663954978
2019-01-01 00:53:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,1132,011,28,26,41.875291694,-87.723650826
2019-01-01 00:53:00,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,True,0123,001,4,32,41.875355342,-87.629229381
2019-01-01 00:57:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE PORCH/HALLWAY,True,1731,017,45,16,41.952588198,-87.732443591
2019-01-01 01:00:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,True,1832,018,2,8,41.898003488,-87.628771279
2019-01-01 01:03:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,0423,004,7,46,41.742776749,-87.556031642
2019-01-01 01:14:00,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,RESIDENTIAL YARD (FRONT/BACK),True,2532,025,37,25,41.902228636,-87.757567942
2019-01-01 01:14:00,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,True,2532,025,37,25,41.902228636,-87.757567942
2019-01-01 01:16:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,OTHER,True,0532,005,9,54,41.675253432,-87.601695694
2019-01-01 01:20:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,0921,009,15,58,41.815617293,-87.689877159
2019-01-01 01:20:00,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,RESTAURANT,True,1831,018,42,8,41.89005498,-87.628575838
2019-01-01 01:20:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),True,1634,016,30,15,41.94322539,-87.759900899
2019-01-01 01:22:00,ASSAULT,AGGRAVATED PO: HANDGUN,SIDEWALK,True,0631,006,8,44,41.748772882,-87.600264177
2019-01-01 01:30:00,ASSAULT,SIMPLE,RESIDENCE,True,0512,005,34,49,41.70287318,-87.628162756
2019-01-01 01:36:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,True,0732,007,6,68,41.76088615,-87.641862877
2019-01-01 01:45:00,BATTERY,PRO EMP HANDS NO/MIN INJURY,OTHER,True,1834,018,42,8,41.893893173,-87.615127644
2019-01-01 01:48:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0821,008,14,58,41.812842958,-87.711323831
2019-01-01 01:59:00,NARCOTICS,POSS: COCAINE,STREET,True,1713,017,33,14,41.972535923,-87.709812963
2019-01-01 02:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,0531,005,9,49,41.690045239,-87.619563452
2019-01-01 02:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,0111,001,42,32,41.887904127,-87.625554948
2019-01-01 02:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,1034,010,12,30,41.849219981,-87.691680321
2019-01-01 02:01:00,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,True,1533,015,28,25,41.880051337,-87.753540489
2019-01-01 02:05:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,0624,006,6,69,41.755984147,-87.605324115
2019-01-01 02:15:00,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,True,1831,018,42,8,41.893676531,-87.635628328
2019-01-01 02:20:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,0815,008,14,57,41.805158768,-87.730852236
2019-01-01 02:20:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,2513,025,29,25,41.911745659,-87.796073195
2019-01-01 02:29:00,ASSAULT,SIMPLE,RESIDENCE,True,0532,005,9,53,41.675346776,-87.618711939
2019-01-01 02:30:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,True,0613,006,21,71,41.738914367,-87.644916273
2019-01-01 02:30:00,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,BAR OR TAVERN,True,1821,018,27,8,41.911155937,-87.635404942
2019-01-01 02:32:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,True,0331,003,5,43,41.773007423,-87.575261338
2019-01-01 02:35:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,True,1133,011,24,29,41.866260112,-87.718457311
2019-01-01 03:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,0411,004,8,45,41.754069664,-87.593031717
2019-01-01 03:15:00,BATTERY,SIMPLE,BAR OR TAVERN,True,1933,019,44,6,41.939919095,-87.653402812
2019-01-01 03:16:00,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,2411,024,50,2,42.017056516,-87.690198286
2019-01-01 03:19:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,1522,015,29,25,41.879269582,-87.76348045
2019-01-01 03:24:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,1121,011,27,23,41.894366009,-87.716281564
2019-01-01 03:25:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,0632,006,6,44,41.743817819,-87.614343853
2019-01-01 03:28:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,1112,011,27,23,41.898141397,-87.721281079
2019-01-01 03:30:00,ASSAULT,AGGRAVATED: HANDGUN,TAVERN/LIQUOR STORE,True,0914,009,11,34,41.849059202,-87.639027598
2019-01-01 03:33:00,ASSAULT,SIMPLE,RESIDENCE,True,0734,007,17,67,41.761308587,-87.66125515
2019-01-01 03:34:00,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),True,0411,004,5,45,41.751492287,-87.586596725
2019-01-01 03:36:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,0433,004,10,55,41.683894862,-87.534050495
2019-01-01 03:43:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENTIAL YARD (FRONT/BACK),True,1121,011,27,23,41.898205851,-87.716402545
2019-01-01 03:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0812,008,13,64,41.780729355,-87.764273079
2019-01-01 03:50:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,0225,002,3,40,41.794641582,-87.62529846
2019-01-01 04:15:00,BATTERY,SIMPLE,APARTMENT,True,0421,004,7,43,41.752829334,-87.565039426
2019-01-01 04:15:00,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,True,1712,017,39,14,41.972306541,-87.726929757
2019-01-01 04:25:00,BATTERY,SIMPLE,APARTMENT,True,1111,011,28,25,41.891402786,-87.744079693
2019-01-01 04:31:00,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,True,2413,024,40,2,41.992197733,-87.68110146
2019-01-01 04:56:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0323,003,6,69,41.761181918,-87.612735241
2019-01-01 05:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,0633,006,8,44,41.729331297,-87.606167319
2019-01-01 05:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0933,009,20,61,41.806126147,-87.657606913
2019-01-01 05:19:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,0623,006,6,69,41.756540452,-87.617427096
2019-01-01 05:20:00,BATTERY,SIMPLE,CTA PLATFORM,True,1654,016,41,76,41.978108446,-87.904122758
2019-01-01 05:24:00,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,True,1021,010,24,29,41.858314988,-87.712751841
2019-01-01 05:47:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,1031,010,22,30,41.836885122,-87.724044849
2019-01-01 06:00:00,THEFT,OVER $500,APARTMENT,True,1132,011,24,26,41.869978874,-87.729373805
2019-01-01 06:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0923,009,14,63,41.802155196,-87.691588948
2019-01-01 06:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,0621,006,17,71,41.751970301,-87.646502896
2019-01-01 07:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"SCHOOL, PUBLIC, GROUNDS",True,0931,009,15,61,41.805959456,-87.668546202
2019-01-01 07:00:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,True,0314,003,5,42,41.782890414,-87.588813761
2019-01-01 07:10:00,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,APARTMENT,True,2521,025,31,19,41.937047645,-87.743549428
2019-01-01 07:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2521,025,31,19,41.937047645,-87.743549428
2019-01-01 07:30:00,ASSAULT,SIMPLE,RESIDENCE,True,0512,005,34,49,41.70287318,-87.628162756
2019-01-01 07:35:00,BATTERY,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,True,0621,006,17,71,41.751928332,-87.644077264
2019-01-01 07:55:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,True,1022,010,24,29,41.854555771,-87.707770429
2019-01-01 08:01:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0631,006,6,44,41.745168863,-87.6074947
2019-01-01 08:15:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,0815,008,23,62,41.796216157,-87.723245665
2019-01-01 08:27:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,True,1913,019,46,3,41.96463541,-87.656986152
2019-01-01 08:52:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,1115,011,28,26,41.878857822,-87.726495797
2019-01-01 09:00:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,True,0511,005,21,49,41.720630381,-87.631085856
2019-01-01 09:13:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,0931,009,15,61,41.807774003,-87.671021653
2019-01-01 09:25:00,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,True,0433,004,10,55,41.653083749,-87.55194424
2019-01-01 09:26:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,True,1911,019,47,4,41.963118887,-87.69158301
2019-01-01 10:05:00,BATTERY,SIMPLE,RESIDENCE,True,0722,007,6,69,41.77178664,-87.628339611
2019-01-01 10:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,1411,014,33,21,41.933066884,-87.689113307
2019-01-01 10:25:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,True,1524,015,37,25,41.891119542,-87.762434919
2019-01-01 10:44:00,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,True,0621,006,17,71,41.751928332,-87.644077264
2019-01-01 11:28:00,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,0734,007,6,67,41.76321877,-87.655209271
2019-01-01 11:47:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,1024,010,24,29,41.856790413,-87.708424071
2019-01-01 12:00:00,ASSAULT,SIMPLE,STREET,True,1522,015,29,25,41.88227916,-87.762201482
2019-01-01 12:01:00,NARCOTICS,POSS: CRACK,RESIDENCE,True,0511,005,9,49,41.708133273,-87.627142095
2019-01-01 12:09:00,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,True,0524,005,34,53,41.678828515,-87.658995172
2019-01-01 12:24:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,True,1121,011,27,23,41.896000234,-87.711454197
2019-01-01 12:25:00,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,True,1224,012,27,28,41.885393253,-87.663547848
2019-01-01 12:35:00,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,True,1021,010,24,29,41.859036393,-87.709650307
2019-01-01 12:37:00,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,SIDEWALK,True,0421,004,7,43,41.756906454,-87.555523979
2019-01-01 12:41:00,NARCOTICS,POSS: COCAINE,VEHICLE NON-COMMERCIAL,True,0911,009,12,58,41.822612267,-87.703209278
2019-01-01 12:43:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,GAS STATION,True,0932,009,16,61,41.793924612,-87.673580917
2019-01-01 13:00:00,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,1022,010,24,29,41.862528811,-87.703929853
2019-01-01 13:03:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,1834,018,42,8,41.891694878,-87.626155832
2019-01-01 13:08:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,True,0523,005,34,53,41.668143871,-87.640385695
2019-01-01 13:16:00,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,1021,010,24,29,41.863669243,-87.709245512
2019-01-01 13:34:00,CRIMINAL TRESPASS,TO VEHICLE,STREET,True,1421,014,1,22,41.915075363,-87.706900549
2019-01-01 14:04:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2532,025,37,25,41.902866042,-87.758263836
2019-01-01 14:15:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,0513,005,9,50,41.695982095,-87.596653142
2019-01-01 14:16:00,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,True,0713,007,16,67,41.791655021,-87.658451992
2019-01-01 14:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,1231,012,28,28,41.873670974,-87.664213664
2019-01-01 14:35:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,0632,006,6,44,41.739265865,-87.604893749
2019-01-01 14:44:00,THEFT,RETAIL THEFT,SIDEWALK,True,2211,022,19,74,41.703805075,-87.720820537
2019-01-01 15:03:00,BATTERY,SIMPLE,APARTMENT,True,0631,006,8,44,41.744983499,-87.603792105
2019-01-01 15:05:00,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,True,1022,010,24,29,41.863924955,-87.706816383
2019-01-01 15:05:00,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,True,1022,010,24,29,41.86586383,-87.708086073
2019-01-01 15:16:00,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,True,1022,010,24,29,41.862218079,-87.696844065
2019-01-01 15:37:00,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,1012,010,24,29,41.852079486,-87.729641322
2019-01-01 15:37:00,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,True,1532,015,28,25,41.882800664,-87.745363235
2019-01-01 15:43:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,1112,011,27,23,41.901898605,-87.717751849
2019-01-01 15:47:00,BATTERY,AGGRAVATED OF A CHILD,APARTMENT,True,0421,004,7,43,41.754712406,-87.562653092
2019-01-01 15:50:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,CHA HALLWAY/STAIRWELL/ELEVATOR,True,1225,012,27,28,41.877565108,-87.68479102
2019-01-01 16:00:00,BATTERY,SIMPLE,STREET,True,1115,011,28,26,41.87862256,-87.72559838
2019-01-01 16:00:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,0424,004,10,46,41.732931365,-87.545727176
2019-01-01 16:10:00,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,0712,007,16,68,41.782822405,-87.652153855
2019-01-01 16:11:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,ALLEY,True,0825,008,17,66,41.776350853,-87.689664892
2019-01-01 16:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0421,004,7,43,41.752807137,-87.558465012
2019-01-01 16:15:00,THEFT,FROM BUILDING,SMALL RETAIL STORE,True,1834,018,42,8,41.895140898,-87.624255632
2019-01-01 16:20:00,ASSAULT,SIMPLE,APARTMENT,True,1211,012,26,24,41.896499938,-87.695490021
2019-01-01 16:20:00,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,1121,011,27,23,41.892628112,-87.712570388
2019-01-01 16:27:00,NARCOTICS,POSS: CRACK,STREET,True,1121,011,27,23,41.895934355,-87.711451163
2019-01-01 16:45:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,0111,001,42,32,41.883500187,-87.627876698
2019-01-01 16:49:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,1133,011,24,27,41.872680029,-87.714066886
2019-01-01 16:50:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,0622,006,21,71,41.740649137,-87.637686734
2019-01-01 16:53:00,NARCOTICS,POSS: SYNTHETIC DRUGS,SIDEWALK,True,0732,007,6,68,41.764451441,-87.638298399
2019-01-01 17:10:00,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING/GROUNDS,True,0413,004,7,48,41.726228346,-87.566616616
2019-01-01 17:12:00,ASSAULT,SIMPLE,STREET,True,1233,012,25,31,41.856109845,-87.65800603
2019-01-01 17:20:00,BATTERY,SIMPLE,CHA APARTMENT,True,0133,001,3,35,41.841103444,-87.626852618
2019-01-01 17:21:00,ASSAULT,AGG PO HANDS NO/MIN INJURY,CTA STATION,True,1913,019,46,3,41.966053999,-87.657890403
2019-01-01 17:23:00,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA STATION,True,0112,001,42,32,41.881556538,-87.627758535
2019-01-01 17:26:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,1833,018,42,8,41.899410159,-87.624131266
2019-01-01 17:27:00,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,True,0334,003,7,43,41.758998634,-87.565467971
2019-01-01 17:27:00,BATTERY,DOMESTIC BATTERY SIMPLE,COMMERCIAL / BUSINESS OFFICE,True,0612,006,17,71,41.7505606,-87.649409369
2019-01-01 17:55:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,0813,008,13,62,41.788744568,-87.732832057
2019-01-01 18:05:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,ALLEY,True,0734,007,17,67,41.768149831,-87.660267325
2019-01-01 18:18:00,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,True,0723,007,6,68,41.771798131,-87.647006267
2019-01-01 18:20:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,1222,012,27,27,41.883550783,-87.705618479
2019-01-01 18:25:00,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,SIDEWALK,True,1924,019,44,6,41.944512748,-87.650600843
2019-01-01 18:28:00,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,True,1032,010,22,30,41.840280765,-87.713458245
2019-01-01 18:30:00,ASSAULT,SIMPLE,RESIDENCE,True,0431,004,7,51,41.717882545,-87.569862197
2019-01-01 18:31:00,DECEPTIVE PRACTICE,FORGERY,STREET,True,0311,003,20,40,41.780018227,-87.624117456
2019-01-01 18:36:00,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,1112,011,27,23,41.902365801,-87.716854733
2019-01-01 18:39:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,True,1113,011,28,26,41.881104924,-87.737946342
2019-01-01 18:45:00,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,True,0623,006,17,69,41.755481487,-87.634418689
2019-01-01 18:45:00,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,True,1114,011,28,26,41.884026091,-87.728216951
2019-01-01 18:46:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,0322,003,6,69,41.7728422,-87.622389194
2019-01-01 18:46:00,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,STREET,True,1533,015,29,25,41.873955407,-87.753896669
2019-01-01 18:51:00,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,1134,011,24,29,41.869138148,-87.705146365
2019-01-01 19:00:00,NARCOTICS,MANU/DELIVER:PCP,SIDEWALK,True,1022,010,24,29,41.860109841,-87.706706787
2019-01-01 19:00:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,True,2524,025,31,20,41.926833685,-87.732968293
2019-01-01 19:03:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,True,1022,010,12,29,41.855542643,-87.696590908
2019-01-01 19:06:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,GAS STATION,True,0731,007,6,69,41.764632089,-87.628311641
2019-01-01 19:09:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENTIAL YARD (FRONT/BACK),True,0711,007,3,68,41.79184046,-87.634841602
2019-01-01 19:15:00,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,True,2424,024,49,1,42.016607113,-87.675302757
2019-01-01 19:29:00,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,True,0725,007,16,67,41.771679554,-87.660362399
2019-01-01 19:30:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,0411,004,8,43,41.758048954,-87.584570877
2019-01-01 19:32:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,0422,004,7,46,41.751281494,-87.563800882
2019-01-01 19:37:00,ASSAULT,SIMPLE,SIDEWALK,True,1523,015,28,25,41.882295519,-87.761077636
2019-01-01 19:40:00,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,1531,015,37,25,41.901287144,-87.752077454
2019-01-01 19:40:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,True,2222,022,21,73,41.724903224,-87.659491691
2019-01-01 19:42:00,NARCOTICS,POSS: CRACK,SIDEWALK,True,1114,011,28,26,41.883322654,-87.729086575
2019-01-01 19:45:00,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,1115,011,28,26,41.881999218,-87.729473609
2019-01-01 19:50:00,THEFT,FROM BUILDING,RESTAURANT,True,1624,016,45,15,41.953353003,-87.75254576
2019-01-01 20:08:00,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENTIAL YARD (FRONT/BACK),True,0624,006,6,69,41.752555017,-87.607690017
2019-01-01 20:08:00,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,True,0334,003,5,43,41.765844361,-87.566508007
2019-01-01 20:09:00,CRIMINAL TRESPASS,TO RESIDENCE,SIDEWALK,True,1024,010,12,30,41.845454342,-87.707503097
2019-01-01 20:19:00,SEX OFFENSE,INDECENT SOLICITATION/CHILD,RESIDENCE,True,0711,007,20,68,41.782593723,-87.639165798
2019-01-01 20:28:00,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,1122,011,37,23,41.89356398,-87.722823312
2019-01-01 20:32:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,0411,004,8,43,41.757614433,-87.586115266
2019-01-01 20:38:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,0734,007,6,67,41.764567918,-87.654102747
2019-01-01 20:45:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,VEHICLE NON-COMMERCIAL,True,0621,006,17,44,41.74953195,-87.636696668
2019-01-01 20:49:00,NARCOTICS,POSS: METHAMPHETAMINES,STREET,True,2233,022,34,75,41.696933854,-87.642522716
